Molecule_ChEMBL_ID,Standard_Value,Smiles,molecule_class
CHEMBL3593282,800.0,CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-],active
CHEMBL2059212,800.0,COc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,active
CHEMBL489994,800.0,CNc1ccc(/C=C/c2cc3ccc(OC)cc3o2)cc1,active
CHEMBL247328,800.0,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,active
CHEMBL391205,800.0,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)n2)ccc1N(C)C,active
CHEMBL492217,810.0,COc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,active
CHEMBL492024,820.0,COc1ccc2oc(/C=C/c3ccc(N)cc3)cc2c1,active
CHEMBL4111029,840.0,CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,active
CHEMBL425304,880.0,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,active
CHEMBL231647,900.0,O=C(NC1CCN(Cc2ccccc2)CC1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,active
CHEMBL247927,900.0,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O,active
CHEMBL2179242,900.0,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1[N+](=O)[O-],active
CHEMBL247725,900.0,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O,active
CHEMBL394713,900.0,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C,active
CHEMBL3672401,920.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2OC)ccc1O,active
CHEMBL3672436,930.0,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1,active
CHEMBL4113193,986.0,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,active
CHEMBL231035,1000.0,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,active
CHEMBL2337291,1000.0,Oc1ccc(-c2ccc(O)c(O)c2)cc1O,active
CHEMBL4070380,1000.0,NC(=O)Nc1nc(NCCc2ccccc2)c2ccccc2n1,active
CHEMBL2203391,1000.0,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ncc21,active
CHEMBL3330750,1000.0,COc1ccc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)cc1,active
CHEMBL2203392,1000.0,Cn1cnc2cc(-c3nc4ccc(F)nc4o3)ccc21,active
CHEMBL3692695,1000.0,O=C(Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1)c1ccc(C(F)(F)F)cc1,active
CHEMBL247932,1000.0,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,active
CHEMBL3902027,10000.0,COCC[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F,inactive
CHEMBL3286986,10000.0,COc1cc(/C=c2\sc3nc(-c4ccncc4C)cn3c2=O)ccc1O,inactive
CHEMBL3286990,10000.0,COc1cc(/C=c2\sc3nc(-c4cccc(OC(F)(F)F)c4)cn3c2=O)cc(F)c1O,inactive
CHEMBL4227244,10000.0,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,inactive
CHEMBL3330752,10000.0,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=C(C#N)C#N)s4)cc2n3C(C)(C)C)cc1,inactive
CHEMBL3330741,10000.0,O=C1NC(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N1,inactive
CHEMBL4225842,10000.0,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,inactive
CHEMBL3889997,10000.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccnc2)ccc1O,inactive
CHEMBL3330754,10000.0,O=Cc1ccc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)s1,inactive
CHEMBL4226959,10000.0,CN1CCN(Cc2ccccc2Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,inactive
CHEMBL3330745,10000.0,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(N)=O,inactive
CHEMBL3330738,10000.0,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,inactive
CHEMBL3330742,10000.0,CN1C(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N(C)C1=O,inactive
CHEMBL4226684,10000.0,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCOCC2)cc(C(=O)NCCN2CCCCC2)c1,inactive
CHEMBL3330743,10000.0,O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1,inactive
CHEMBL3330749,10000.0,COc1ccc(-c2ccc(-c3ccc(C=O)s3)s2)cc1,inactive
CHEMBL3330747,10000.0,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=C(C#N)C#N)s3)cc21,inactive
CHEMBL4226332,10000.0,CN(C)Cc1ccccc1Nc1cc(CNCCN2CCCCC2)cc(CNCCN2CCCCC2)c1,inactive
CHEMBL3330746,10000.0,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=O)s3)cc21,inactive
CHEMBL4226530,10000.0,CN1CCN(Cc2ccccc2-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,inactive
CHEMBL4226598,10000.0,CN1CCN(Cc2ccccc2-c2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,inactive
CHEMBL75183,10000.0,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Br)cc1,inactive
CHEMBL3330748,10000.0,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(/C=C(\C#N)C(N)=O)s3)cc21,inactive
CHEMBL4227708,10000.0,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,inactive
CHEMBL4227963,10000.0,CN(C)Cc1ccccc1-c1cc(CNCCN2CCCCC2)cc(CNCCN2CCCCC2)c1,inactive
CHEMBL3330744,10000.0,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1,inactive
CHEMBL4226641,10000.0,CN(C)Cc1ccccc1-c1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,inactive
CHEMBL4435800,10000.0,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1F,inactive
CHEMBL4226906,10000.0,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCOCC2)c1,inactive
CHEMBL4225384,10000.0,CN1CCN(Cc2ccccc2Nc2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,inactive
CHEMBL1208903,10100.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,inactive
CHEMBL3582130,10100.0,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O,inactive
CHEMBL2408264,10100.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1,inactive
CHEMBL3818053,10110.0,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,inactive
CHEMBL258752,10200.0,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)c(O)c1,inactive
CHEMBL3814965,10200.0,CC(C)Nc1nc(N)nc2ccccc12,inactive
CHEMBL2402157,10220.0,Oc1cc(O)cc(/C=C/c2ccc(NCc3ccccc3O)cc2)c1,inactive
CHEMBL2402075,10320.0,COc1cc(/C=C/c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)cc(OC)c1,inactive
CHEMBL138623,10400.0,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,inactive
CHEMBL4100806,10400.0,COc1ccc(CCNc2nc(O)nc3ccccc23)cc1OC,inactive
CHEMBL4176742,10430.0,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,inactive
CHEMBL2408092,10500.0,CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,inactive
CHEMBL3751854,10600.0,COc1ccc(CC(=O)Nc2nc(-c3ccccc3)cs2)cc1,inactive
CHEMBL2402163,10660.0,CN(C)c1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,inactive
CHEMBL4074006,10720.0,O=c1cc(/C=C/c2ccc(O)cc2)[nH]cc1O,inactive
CHEMBL3913721,10900.0,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(=O)c4ccoc4)CC3)cc1)C2,inactive
CHEMBL2408091,10900.0,COc1ccc(C(=O)/C=C/c2ccc(OCCCOc3ccccc3)c(OC)c2)c(O)c1,inactive
CHEMBL74874,11000.0,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Cl)cc1,inactive
CHEMBL197140,11000.0,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,inactive
CHEMBL4096595,11200.0,Oc1nc(NCCc2ccccc2)c2ccccc2n1,inactive
CHEMBL167970,11200.0,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,inactive
CHEMBL4227890,11440.0,O=C(/C=C/c1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,inactive
CHEMBL2436692,11500.0,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL4172159,11550.0,COc1ccc(Nc2nc(Cl)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,inactive
CHEMBL3819454,11750.0,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,inactive
CHEMBL117804,11900.0,c1ccc(CCNc2ncnc3ccccc23)cc1,inactive
CHEMBL4092601,12000.0,COc1ccc(CCNc2ncnc3ccccc23)cc1OC,inactive
CHEMBL2402162,12200.0,COc1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,inactive
CHEMBL3944195,12200.0,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc1)C2,inactive
CHEMBL4638539,12300.0,COc1c(O)c(O)c(-c2c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC)c(O)c2O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,inactive
CHEMBL4086825,12480.0,COc1ccccc1/C=C/c1cc(=O)c(O)cn1C,inactive
CHEMBL2408095,12500.0,COc1ccc(C(=O)/C=C/c2cc(Br)c(OCc3ccccc3)c(OC)c2)c(O)c1,inactive
CHEMBL4175715,12500.0,C=CCOC(=S)/C=C/c1ccc(O)c(O)c1,inactive
CHEMBL4776150,12530.0,Oc1cc(CN(Cc2ccccn2)Cc2ccccn2)cc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1.[Br-],inactive
CHEMBL2436691,12600.0,COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2occc(=O)c12,inactive
CHEMBL4588767,12600.0,OB1Oc2ccc3ccccc3c2C=C1c1cc(O)cc(O)c1,inactive
CHEMBL76,12800.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,inactive
CHEMBL2436696,12800.0,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL3348861,12800.0,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,inactive
CHEMBL4449738,13000.0,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,inactive
CHEMBL4753795,13000.0,COc1cc2nc3ccccc3c(Nc3ccc(C(=O)NO)cc3)c2c(OC)c1OC,inactive
CHEMBL3814159,13000.0,CNc1cccc(NCCc2cccc(NCc3ccccn3)n2)n1,inactive
CHEMBL4087140,13000.0,COc1ccc(CCNc2nc(Cl)nc3ccccc23)cc1OC,inactive
CHEMBL2402074,13070.0,CCCNc1ccc(O)c(CNc2ccc(/C=C/c3cc(OC)cc(OC)c3)cc2)c1,inactive
CHEMBL2436701,13200.0,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL377324,13200.0,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,inactive
CHEMBL2408265,13300.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3cc([N+](=O)[O-])ccc3O)cc2)c(O)c1,inactive
CHEMBL4081013,13300.0,NC(=O)Nc1nc(NCc2ccccc2)c2ccccc2n1,inactive
CHEMBL3327246,13400.0,COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,inactive
CHEMBL549959,13400.0,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,inactive
CHEMBL4168812,13400.0,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccccc4F)n3)CC2)n2ncnc2n1,inactive
CHEMBL3814191,13400.0,Nc1nc(NCc2cccc(Cl)c2)nc2ccccc12,inactive
CHEMBL2436702,13500.0,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL2436694,13700.0,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL451753,13800.0,CCN(CC)Cc1cc(NCCN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,inactive
CHEMBL3815150,13800.0,Nc1nc(NCc2cccc(C(F)(F)F)c2)nc2ccccc12,inactive
CHEMBL2436710,14100.0,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL2402161,14160.0,CN(C)c1ccccc1CNc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive
CHEMBL2436697,14200.0,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL4099046,14400.0,COc1ccc(CCNc2nc(NC(N)=O)nc3ccccc23)cc1OC,inactive
CHEMBL3742091,14500.0,CC1=NN(c2ccc(-c3cccnc3)cc2)C(=O)C1,inactive
CHEMBL2408098,14600.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCC3)cc2)c(O)c1,inactive
CHEMBL3813837,14700.0,Nc1nc(NCc2cccc(F)c2)nc2ccccc12,inactive
CHEMBL3814631,14800.0,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,inactive
CHEMBL2436699,14900.0,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL3814813,14900.0,CCCNc1nc(N)nc2ccccc12,inactive
CHEMBL3667021,15000.0,CC(C)(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,inactive
CHEMBL3622510,15000.0,O=C(O)c1c(O)cc2c([nH]c3ccccc32)c1O,inactive
CHEMBL164,15100.0,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,inactive
CHEMBL4750451,15120.0,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,inactive
CHEMBL4096474,15300.0,CN1CCC(c2c[nH]c3cc(Nc4ccc5[nH]cc(C6CCN(C)CC6)c5c4)ccc23)CC1,inactive
CHEMBL4068105,15380.0,Cn1cc(O)c(=O)cc1/C=C/c1ccc(O)cc1,inactive
CHEMBL4453548,15720.0,CCOC(=O)c1cnc2ccccc2c1N1CCN(CC(=O)Nc2n[nH]c3ncccc23)CC1,inactive
CHEMBL3594077,15800.0,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1,inactive
CHEMBL4161552,15890.0,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccc(F)cc4)n3)CC2)n2ncnc2n1,inactive
CHEMBL4554693,15900.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4c(OC)cc5oc(-c6ccc(O)cc6)cc(=O)c5c4O)c3o2)cc1,inactive
CHEMBL2408104,15900.0,CCCCCCCCCCCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive
CHEMBL4173299,16290.0,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(Nc4ccc(F)c(Cl)c4)n3)CC2)n2ncnc2n1,inactive
CHEMBL2436695,16400.0,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL249447,16400.0,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O,inactive
CHEMBL4070599,16500.0,COc1ccccc1/C=C/c1cc(=O)c(O)c[nH]1,inactive
CHEMBL118193,16700.0,Clc1nc(NCc2ccccc2)c2ccccc2n1,inactive
CHEMBL4640668,16700.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)cc(O)c(O)c1O,inactive
CHEMBL165,16800.0,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive
CHEMBL2436693,16800.0,O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL3740581,16800.0,CC1=NN(c2cccc(N3CCCC3)c2)C(=O)C1,inactive
CHEMBL4226505,16810.0,N#Cc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1,inactive
CHEMBL3814529,17000.0,CNc1cccc(NCCCc2cccc(NCCCc3ccccn3)n2)n1,inactive
CHEMBL3593277,17000.0,CCN1/C(=C/C=C/c2sc3ccc(OCc4no[n+]([O-])c4C(N)=O)cc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.O=S(=O)([O-])C(F)(F)F,inactive
CHEMBL4462662,17230.0,CCN(CC)CCCOc1ccc(-n2ccc(=O)c(O)c2C)cc1,inactive
CHEMBL2436700,17300.0,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive
CHEMBL4463033,17300.0,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,inactive
CHEMBL4228027,17330.0,Cc1ccccc1/C=C/C(=O)N1CCN(Cc2ccc(O)c3ncccc23)CC1,inactive
CHEMBL4436866,17440.0,O=[N+]([O-])c1cccc(C2C=C(c3cccc4ccccc34)Nc3nncn32)c1,inactive
CHEMBL4468824,17500.0,OB1Oc2ccc(O)cc2C=C1c1ccc(O)c(O)c1,inactive
CHEMBL4166865,17600.0,COc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,inactive
CHEMBL4282190,17680.0,O=c1cc(/C=C/c2cccc(F)c2)occ1O,inactive
CHEMBL436483,17700.0,O=C(O)C1(c2ccc(-c3ccc(OC4CCC(C(F)(F)F)CC4)cc3)c(F)c2)CC1,inactive
CHEMBL4072261,17800.0,N#Cc1c[nH]c2nc(Nc3ccc4c(C5CCNCC5)c[nH]c4c3)ccc12,inactive
CHEMBL2408102,17800.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NC(C)C)cc2)c(O)c1,inactive
CHEMBL4175196,17850.0,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)c(F)c1,inactive
CHEMBL4444093,17890.0,O=C(CN1CCN(CC(=O)Nc2n[nH]c3ncccc23)CC1)Nc1n[nH]c2ncccc12,inactive
CHEMBL4294830,17950.0,O=c1cc(/C=C/c2cc(O)cc(O)c2)occ1O,inactive
CHEMBL4163412,18050.0,Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,inactive
CHEMBL4226831,18280.0,COc1ccc(CCC(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1,inactive
CHEMBL4763981,18300.0,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,inactive
CHEMBL4161947,18310.0,Cc1cc(N2CCN(c3nc(Nc4ccc(F)cc4)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,inactive
CHEMBL2402063,18350.0,COc1cc(/C=C/c2ccc(NCc3cc(NC(C)C)ccc3O)cc2)cc(OC)c1,inactive
CHEMBL2408097,18500.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)c(O)c1,inactive
CHEMBL4170265,18550.0,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,inactive
CHEMBL2408106,18900.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,inactive
CHEMBL4226059,18940.0,COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1OC,inactive
CHEMBL4059796,18970.0,O=c1cc(/C=C/c2cccc(F)c2)[nH]cc1O,inactive
CHEMBL2408105,19100.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCc3ccccc3)cc2)c(O)c1,inactive
CHEMBL2408094,19100.0,CCOCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive
CHEMBL4077009,19440.0,Cn1cc(O)c(=O)cc1/C=C/c1cccc(F)c1,inactive
CHEMBL3741909,19500.0,CC1=NN(c2ccc(-c3ccccc3)cc2)C(=O)C1,inactive
CHEMBL3741747,19600.0,CC1=NN(c2ccc(-n3c(-c4ccccc4)cc4ccccc43)cc2)C(=O)C1,inactive
CHEMBL129795,19700.0,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,inactive
CHEMBL4755968,19710.0,O=C(CCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,inactive
CHEMBL4225986,19740.0,O=C(CCc1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,inactive
CHEMBL2408103,19900.0,CCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive
CHEMBL4641877,19900.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)cc(O)cc1O,inactive
CHEMBL248339,20000.0,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N4CCCC4)c(OC)c3)c2)ccc1N1CCCC1,inactive
CHEMBL194020,20000.0,CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,inactive
CHEMBL4799871,20000.0,O=C(NO)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,inactive
CHEMBL245478,20000.0,CN(C)c1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,inactive
CHEMBL425031,20000.0,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,inactive
CHEMBL98,20000.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,inactive
CHEMBL4757035,20000.0,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(F)cc23)cc1,inactive
CHEMBL3692698,20000.0,O=C(CCOc1ccc(F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,inactive
CHEMBL4752558,20000.0,O=C(NO)c1ccc(Nc2ccnc3ccccc23)cc1,inactive
CHEMBL245479,20000.0,CN(C)c1ccc(/C=C/c2cc(I)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,inactive
CHEMBL245476,20000.0,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC,inactive
CHEMBL245477,20000.0,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,inactive
CHEMBL374055,20100.0,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,inactive
CHEMBL2408261,20100.0,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)c3ccccc3)cc2)c(O)c1,inactive
CHEMBL116438,20300.0,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive
CHEMBL513978,20300.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,inactive
CHEMBL3814429,20600.0,COc1cccc(CNc2nc(N)nc3ccccc23)c1,inactive
CHEMBL4225989,20610.0,O=C(CCc1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,inactive
CHEMBL4162346,20720.0,Cc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,inactive
CHEMBL3814349,21000.0,Nc1nc(NCc2cccc(C(F)(F)F)c2)c2ccccc2n1,inactive
CHEMBL2381403,21000.0,COc1ccc2cc(C(=O)CN3CCN(c4ccccc4)CC3)c(=O)oc2c1,inactive
